RestaurantName,Street,StreetNumber,City
Delicious Corner of River,Williams Locks,45030,West Mitchellborough
Cozy Oven of Garden,William Summit,7940,Mannchester
Hungry Corner of Hill,Wells Lodge,8890,East Coryport
Delicious Bistro of Hill,Rodriguez Neck,196,Gonzalezton
Cozy Tavern of Hill,Matthew Lane,75345,Katrinamouth
Savory Bistro of Lake,Mcdonald Walk,50524,Port Christopherport
Tasty Tavern of Parlor,Miller Brook,30422,South Jasonstad
Delicious Tavern of Station,Burns Land,5257,New Heatherview
Hungry Grill of Hut,Perry Lake,82283,Cartermouth
Hearty Oven of Parlor,Martin Ports,7398,Dillonport
Savory Spot of Lake,Kelly Forks,7454,Lake Philip
Savory Plate of Hut,Lindsey Lake,7196,New Jamietown
Savory Corner of Hut,Judith Row,1498,East Lisatown
Hungry Tavern of Garden,Swanson Island,260,Collinview
Tasty Bistro of Garden,Miller Burgs,22333,Port Thomaschester
Delicious Kitchen of Station,Ramirez Port,816,East Kimberlyside
Savory Plate of Parlor,Jason Park,36463,Bradleyfurt
Cozy Café of Garden,Brandon Centers,141,East Katrina
Hungry Café of Lake,Snyder Meadows,3181,East Stanley
Tasty Plate of Rooftop,Wagner Locks,302,Port Emilyfurt
Savory Kitchen of Hut,John Road,90373,South Hannah
Spicy Diner of Palace,Haas Mountain,41995,Dillonport
Tasty Tavern of Rooftop,Gordon Meadows,612,Stacyport
Savory Diner of Hill,Bradford Tunnel,7187,Connerville
Cozy Oven of Palace,Lynch Street,175,Victorchester
Spicy Café of Parlor,Phillips Falls,1242,Lake Susan
Hungry Café of Station,Jeffrey Roads,012,Port Lisaton
Hungry Corner of Garden,Peter Grove,5721,New Andrewchester
Savory Grill of Hut,Nichols Ford,5280,Lake Kevinfurt
Tasty Oven of Palace,Tonya Oval,7455,Laurenport
Hungry Café of Hut,Jonathan Keys,7385,South Elizabethstad
Spicy Tavern of Garden,Colleen Wall,44948,Sanchezmouth
Tasty Plate of Palace,Michael Loop,99649,Port Jackiebury
Hearty Corner of Station,Fletcher Crossing,73399,Audreymouth
Hungry Bistro of Palace,Bryan Port,540,South Amber
Hearty Oven of Hill,Heather Mews,2419,New Joannemouth
Hearty Plate of Garden,Sara Path,4794,Joshuatown
Hungry Corner of Hut,Anderson Roads,133,Danielside
Golden Bistro of Parlor,Jenkins Roads,36610,Reedtown
Cozy Grill of Station,Justin View,82901,Kentstad
Savory Plate of Hill,Samuel Trail,46459,New Cynthiashire
Hearty Kitchen of Garden,Lopez Roads,1189,Hornchester
Hungry Oven of Lake,Alexander Route,899,Charleschester
Hearty Tavern of Garden,Nelson Loaf,133,Kerrton
Tasty Grill of River,Ramirez Lock,11774,Brittanyport
Cozy Spot of Rooftop,Anthony Dam,1460,Lake Kevinfurt
Hungry Tavern of Parlor,Willis Motorway,74047,Lake Brandonmouth
Golden Diner of Station,Rodriguez Gateway,487,Smithside
Hungry Oven of Parlor,Paul Path,12001,West Coreyside
Hearty Café of Station,Howard Walk,64051,Lake Susan
Hearty Plate of Parlor,Jose View,261,Campbelltown
Hungry Tavern of Hill,Colin Fork,3406,Ferrellville
Cozy Café of Hut,Christopher Lake,61034,Daviston
Hungry Spot of Hut,West Tunnel,080,Ashleymouth
Delicious Grill of Lake,Carter Vista,0830,Zimmermanfort
Hearty Bistro of Parlor,Jesse Walk,5131,East Stanley
Hearty Diner of Lake,Adams Divide,403,East Jason
Tasty Kitchen of Palace,Callahan Stravenue,5831,Madisonfort
Golden Corner of Rooftop,Haynes Locks,75838,East Katrina
Spicy Grill of Rooftop,Ford Inlet,40776,New Joannemouth
Delicious Bistro of Hill,Hurst Forge,1509,Terrybury
Hearty Oven of Station,Griffin Circle,6729,East Coryport
Hearty Grill of River,Berger Valleys,777,Laurenport
Spicy Tavern of Palace,Bullock Unions,3766,Lake Alexandria
Savory Plate of Parlor,Perez Ferry,2995,Jacquelineborough
Spicy Bistro of Lake,Cody Hills,74447,Jillianport
Golden Tavern of Lake,Kenneth Valley,624,Port Jackiebury
Spicy Oven of Palace,Williams Overpass,864,Port Shannon
Golden Kitchen of Rooftop,Hill Wells,36076,North Codymouth
Cozy Tavern of Rooftop,Erica Roads,8475,Kerrton
Savory Grill of River,Martinez Centers,52022,Jasmineville
Delicious Oven of Garden,Savannah Drive,934,East Kimberlyside
Cozy Plate of Palace,Huynh Garden,87539,East Stanley
Hearty Plate of Rooftop,Alexander Rue,43758,Lake Tracy
Savory Kitchen of Rooftop,Sharp Mills,845,Perezbury
Delicious Oven of River,Hunt Crescent,346,New Patriciatown
Savory Café of Parlor,Miles Roads,21740,West George
Spicy Kitchen of Station,Lisa Crescent,036,Kentstad
Cozy Bistro of Rooftop,Watson Summit,26129,East Stanley
Spicy Kitchen of Garden,Miguel Roads,687,Barrettville
Cozy Spot of Station,Miles Rest,46248,Murphyburgh
Tasty Diner of Lake,Howell Viaduct,9787,West Heatherhaven
Cozy Plate of Station,Jason Parks,213,Floresburgh
Hungry Tavern of Hill,Charles Dale,36050,Jenniferport
Delicious Bistro of Rooftop,Reese Falls,90806,Leahstad
Savory Bistro of Lake,Colon Neck,66322,Samuelshire
Hungry Bistro of Garden,Anthony Alley,7335,North Gabriel
Tasty Oven of Parlor,Tony Meadow,05188,East Theresa
Tasty Café of Hut,Adam Mountain,32376,Mccoyview
Delicious Tavern of Palace,Alvarado Plains,47738,West Craigbury
Hungry Diner of Palace,Elizabeth Walk,8149,Johnsonshire
Hearty Corner of Rooftop,Alex Street,9064,Blakeport
Cozy Tavern of Garden,Rice Land,30151,New Joannemouth
Savory Grill of Lake,Wong Forest,891,Shortberg
Cozy Café of Station,Donna Drive,73370,Harriston
Tasty Oven of Station,Cordova Mount,66508,Whiteside
Tasty Corner of Palace,Matthews Hill,446,New Davidchester
Delicious Bistro of Garden,Mccarty Unions,399,Ashleystad
Hearty Plate of River,Vincent Radial,06376,North Gabriel
Savory Oven of Station,Knight Hollow,866,East Joseview
Savory Plate of Palace,Ross Forge,5723,Hornchester
Spicy Plate of Palace,Michael Club,0405,Stephensbury
Savory Tavern of Garden,Stewart Union,85541,Georgeside
Tasty Oven of Station,Mitchell Cove,319,East Katrina
Golden Grill of Palace,Rios Brook,778,Johnsonshire
Golden Bistro of Hill,Daniel Crescent,0114,Lake Susan
Savory Diner of Lake,George Ferry,382,Claireberg
Hearty Kitchen of River,Nunez Road,616,Port Emilyfurt
Hungry Corner of Hut,Denise Cove,57574,West Ryanborough
Hearty Café of Station,Melissa View,8269,Matthewshire
Spicy Bistro of Station,Valerie Summit,8837,West Lisa
Savory Kitchen of Hill,Johnson Curve,88796,Victorchester
Spicy Oven of Rooftop,Gonzalez Spurs,4896,Samuelshire
Hearty Corner of Lake,Wilson Mountains,26960,West Michael
Delicious Diner of Station,Randall Manors,807,South Melissaville
Spicy Spot of River,Aaron Highway,2874,Robertsfort
Cozy Spot of Garden,Peterson Mountains,55928,New Jamietown
Tasty Corner of Palace,Johnston Mills,66894,Lopezhaven
Savory Diner of Rooftop,Erin Locks,1034,Payneshire
Cozy Plate of Hut,Jessica Harbor,6778,South Robertshire
Savory Spot of Hut,Tim Summit,797,North Royview
Tasty Café of Station,Terri Estates,587,Payneshire
Hungry Bistro of Rooftop,Savannah Island,13577,Lake Gregbury
Hungry Tavern of Lake,King Haven,064,East Jill
Delicious Kitchen of Palace,Tammy Mill,942,North Alexander
Spicy Kitchen of Palace,Carr Ferry,19710,Lake Tracy
Spicy Oven of River,Leonard Harbor,86590,Collinview
Spicy Kitchen of River,Janice Cape,27132,North Joshuachester
Delicious Spot of Rooftop,Kayla Islands,3639,West Mitchellborough
Savory Grill of Hill,Wells Manors,8751,Daviston
Hungry Grill of Palace,Burke Club,21882,East Daniel
Hearty Tavern of River,Martin Spurs,46230,Nancyland
Hearty Grill of Garden,Carson Meadows,547,New Natalie
Tasty Corner of River,Berry Rapid,755,South Mark
Savory Corner of River,Anthony Drive,693,Lake Danielhaven
Hearty Spot of Hill,Toni Brooks,536,New Davidtown
Hungry Bistro of Station,Morrison Loaf,1648,Stephensbury
Golden Bistro of Station,Todd Loaf,80083,Lake Laurenfurt
Hearty Grill of Parlor,Larson Field,08830,Jessicafort
Golden Tavern of Palace,Riley Mews,19800,North Catherineborough
Savory Oven of Rooftop,Mendoza Forks,10142,Sosaview
Savory Tavern of Hill,Porter Ridges,2131,West Teresabury
Hungry Bistro of Parlor,Goodman Roads,836,East Raymondborough
Tasty Bistro of Palace,Garcia Oval,814,Ramirezberg
Golden Tavern of River,Luis Lodge,1664,New Danieltown
Cozy Diner of Station,Cook Coves,80767,Leahstad
Hearty Spot of Station,Christian Village,27335,Harriston
Golden Oven of Rooftop,Carter Corners,630,North Nicole
Tasty Kitchen of Parlor,Henry Landing,45788,Robertsfort
Cozy Kitchen of Hill,Berg Ferry,767,Burtonshire
Tasty Plate of Hut,Lauren Lights,8853,Burtonshire
Hearty Oven of River,Curtis Ranch,7156,Port Sandra
Tasty Tavern of Palace,Hernandez Ranch,86004,West Jaytown
Cozy Corner of Garden,Tanner Island,267,Kellytown
Hungry Bistro of Garden,Krista Tunnel,02760,Port Julia
Hearty Corner of Hut,Tanya Islands,7256,Jasmineville
Savory Kitchen of Station,Laura Haven,0005,Snydermouth
Delicious Diner of Rooftop,Marquez Square,292,North Gabriel
Hungry Plate of Parlor,Renee Skyway,641,Laurenport
Spicy Café of Rooftop,Reynolds Common,054,South Kevin
Hearty Grill of Garden,Amber Island,0476,West Jamesland
Spicy Tavern of Rooftop,Denise Station,8015,West Jamesland
Delicious Corner of Rooftop,Morris Spurs,8069,South Melissaville
Hearty Tavern of Palace,Christy Throughway,3402,Lake Brian
Spicy Oven of Lake,Maddox Junction,327,Dennisview
Golden Café of Lake,Rowe Shoals,706,Lake Markhaven
Savory Diner of Station,Salinas Street,00963,Port James
Savory Kitchen of Palace,Daniel Track,53823,South Josephmouth
Hungry Oven of Garden,Shannon Oval,9205,South Mark
Golden Spot of River,Juarez Valleys,04530,Lake Philip
Hungry Diner of Parlor,Monica Lodge,062,Garciafort
Hungry Tavern of Garden,Deborah Curve,103,West Dana
Cozy Tavern of Palace,Tony Run,851,Suzannestad
Golden Oven of Garden,Martin Islands,802,Sanchezmouth
Savory Grill of Hut,Alexis Brook,9760,Port Annettehaven
Cozy Bistro of Lake,Lewis Shore,167,Michaelton
Delicious Corner of Hut,Barbara Rapids,5666,New Jonathan
Golden Café of Garden,Norris Ferry,5835,Kentstad
Delicious Tavern of Station,Sean Freeway,441,North Randall
Cozy Spot of Hut,Peck Points,17065,Evansshire
Savory Tavern of Palace,Michael Heights,278,Dianeberg
Spicy Tavern of Palace,Amber Village,9548,New Rachael
Savory Café of Rooftop,Erin Turnpike,393,Burtonshire
Hungry Spot of Garden,Dawn Overpass,5396,Youngtown
Cozy Bistro of Hut,Nicole Path,6683,West Teresabury
Delicious Grill of Station,Daniel Hills,56402,Smithside
Hungry Grill of Parlor,Tiffany Skyway,925,Jessicafort
Spicy Tavern of River,Bailey Harbors,68978,Port Shannon
Hearty Tavern of Hill,Edwards Island,16547,East David
Delicious Oven of Garden,Williams Mission,689,Cartermouth
Spicy Spot of Rooftop,Tina Pine,829,Joshuatown
Hearty Plate of Lake,Beth Shoal,608,West Dana
Golden Oven of Parlor,Ann Spurs,146,West Edwardchester
Delicious Kitchen of Lake,Allison Cliffs,3246,West Timothyhaven
Golden Spot of Hill,Traci Mountains,7495,East Stanley
Spicy Grill of Lake,Chung Mall,52672,Hornchester
Golden Grill of Lake,Moon Summit,93455,North Alexander
Tasty Café of Station,Cohen Street,1917,Ashleystad
Savory Tavern of Palace,Danielle Corner,18830,Gillmouth
Tasty Café of Parlor,Hoffman Glens,67212,Morrisonside
Delicious Plate of River,Diaz Extension,6608,Cynthiaside
Golden Grill of Station,Michael Lodge,651,Santiagoberg
Hearty Café of Hill,Jennifer Divide,61951,Leonberg
Spicy Tavern of Lake,Rogers Valleys,7832,South Sarah
Cozy Spot of Parlor,Jason Orchard,28811,Chaseville
Tasty Spot of Lake,Cain Grove,14057,South Ryan
Hungry Oven of Palace,Hamilton Garden,77243,Lake Evelynton
Hungry Bistro of River,Donald Square,127,North Blakestad
Delicious Plate of Station,Todd Way,852,Snydermouth
Spicy Spot of Hill,Peterson Cape,08585,North Jimmychester
Delicious Corner of Hill,Marks Cove,34635,Priceland
Spicy Oven of Palace,Mcmillan Skyway,540,North Jeffery
Cozy Corner of River,Contreras Road,08693,South Glenn
Hungry Spot of Hut,Lambert Mountains,5060,Leahstad
Delicious Corner of Rooftop,Angela Brooks,0743,Ryanshire
Cozy Plate of Garden,Cody Streets,512,New Nicholas
Hungry Spot of Garden,Todd Falls,6956,Burtonshire
Hungry Tavern of Hut,Frederick Meadows,9343,Darleneland
Hungry Kitchen of Hill,Jimenez Lodge,6265,Sosaview
Delicious Kitchen of Station,Jordan Motorway,3740,West Craigbury
Golden Oven of Station,Castillo Glens,99710,East Kim
Golden Kitchen of Rooftop,Jerry Streets,8715,South Deborah
Savory Café of Hut,Melissa View,71728,Victorchester
Spicy Plate of Lake,Dylan Green,1020,Mannchester
Cozy Spot of Station,Allen Greens,158,Lopezhaven
Golden Diner of River,Hoover Station,675,Port James
Savory Tavern of Lake,Church Springs,6684,Port Katie
Hearty Bistro of Hut,Robinson Vista,77811,South Lauren
Delicious Diner of Station,James Drives,485,Dominguezfort
Cozy Grill of Station,Christopher Passage,438,West Jamiechester
Hearty Spot of Palace,Sherry Well,80730,Jenniferchester
Hungry Café of Lake,Roy Ranch,21173,Port James
Golden Plate of Rooftop,Wilson Passage,307,Johnsonshire
Golden Diner of Hut,White Shoal,235,Reevesmouth
Hearty Plate of Hill,Casey Road,668,New James
Hearty Oven of Parlor,Nichols Isle,06837,West George
Savory Spot of Hut,Bennett Trace,93444,East Tina
Savory Corner of River,Phillip Isle,530,East Daniel
Tasty Corner of River,Diana Islands,2407,West Edwardchester
Golden Bistro of Palace,Daniel Squares,742,Woodsport
Delicious Spot of Hill,Julie Garden,7457,North Nicole
Hearty Café of Palace,Parker Common,21997,Woodsshire
Hearty Plate of Rooftop,Mejia Unions,880,Lake Laurenfurt
Delicious Bistro of Palace,Miller Square,3196,New Rachelport
Tasty Grill of Station,Smith Row,6249,North Zachary
Golden Spot of River,Bruce Terrace,859,North Yvettefort
Delicious Corner of Rooftop,Lisa Spring,41173,South Garychester
Tasty Oven of Rooftop,Sean Ramp,341,East Danielhaven
Golden Corner of Station,Briana Mission,45590,Seanburgh
Hearty Diner of Lake,Jenkins Drive,310,New Joannemouth
Hungry Corner of Station,Heather Crescent,2383,Lake Philip
Hearty Café of Hill,Barnes Fork,147,Kentstad
Spicy Bistro of Hut,Evans Rest,50396,Kentstad
Hungry Café of Hill,Amy Cape,433,West Randy
Tasty Diner of Parlor,Hall Island,940,New Davidtown
Spicy Bistro of Parlor,Valencia Club,148,South Matthewland
Spicy Tavern of Garden,Swanson Plains,39840,Lake Mercedesmouth
Spicy Spot of Lake,Knight Haven,60021,Lake Evelynton
Savory Grill of Lake,David Forge,4225,New Joshua
Savory Oven of River,Johnson Hollow,7421,Lake Matthew
Cozy Bistro of Rooftop,David Wells,932,Port Nicoleport
Tasty Grill of Palace,Lori Flats,5257,West Megan
Tasty Tavern of Station,Stephens Rue,8358,Lake Philip
Hungry Plate of Lake,Brittany Forges,8291,New Patriciatown
Tasty Corner of Rooftop,Zachary Trace,945,East Stanley
Spicy Corner of Hill,Matthew Stream,108,Kathrynberg
Tasty Plate of Palace,Jason Springs,495,Lake Philip
Hearty Oven of Lake,Erica Rest,193,South Melissaville
Spicy Oven of River,Macdonald Falls,8279,Darleneland
Hungry Spot of Lake,Ross Summit,18545,West Gregoryburgh
Savory Spot of Garden,Gregory Mews,36798,East Michael
Golden Diner of Hill,Booker Mall,44987,North Jennifer
Tasty Diner of Palace,Whitney Locks,7093,Lake Paigetown
Savory Spot of Garden,Perkins Harbor,58666,Jessicafort
Cozy Grill of Palace,Melissa Keys,29045,Jamesshire
Hearty Tavern of Hut,Jose Village,9644,South Bryanside
Hungry Tavern of Lake,Holmes Mount,01039,Evansmouth
Delicious Grill of Hill,Theresa Lodge,0136,East Michael
Hearty Spot of Rooftop,Roberson Tunnel,8261,Port Susanville
Spicy Corner of Parlor,Le Village,7690,East Stanley
Hearty Café of Garden,Thompson Haven,9437,Kingfort
Delicious Corner of Lake,William Islands,2280,Jonathanland
Golden Bistro of Rooftop,Kelley Way,8992,Robersonbury
Delicious Tavern of River,Jennifer Route,648,East Raymondborough
Spicy Diner of Hill,Caleb Pine,67249,Sheltontown
Golden Bistro of Lake,Reeves Trail,028,New Sara
Golden Kitchen of River,Duran Rest,670,Riddlechester
Hungry Oven of Station,Cameron Burg,3971,Samuelshire
Golden Tavern of Hut,Shane Forks,73777,Knightborough
Cozy Oven of Lake,Williams Trafficway,47058,West Mitchellborough
Spicy Bistro of Station,Townsend Brook,58456,West Timothy
Hungry Grill of Lake,Phillip Station,6362,Lopezhaven
Spicy Oven of Hut,Stark Island,6822,Port Katie
Golden Plate of Palace,Flores Ford,2917,East Robinchester
Savory Corner of Palace,Karen Dam,95602,Bellstad
Golden Kitchen of Palace,Holly Loop,5959,Jamesshire
Cozy Grill of Station,Kim Highway,3485,East Jason
Delicious Corner of Parlor,Trevino Spur,70727,South Robertshire
Golden Grill of Rooftop,Jasmine Loop,3165,New Jamietown
Golden Café of Lake,Burgess Rest,46136,Knightborough
Hungry Grill of Hill,Rodriguez Mountain,964,New Davidchester
Spicy Plate of Station,Patricia Mall,242,Lake Susan
Spicy Corner of Palace,Parker Pine,79117,Perezbury
Delicious Oven of Palace,Rodney Row,8760,Chambersberg
Hearty Tavern of Palace,Walker Forges,4406,South Jasonstad
Savory Grill of Rooftop,Raven Manors,81082,West Thomasbury
Spicy Diner of Garden,Jason Grove,49665,North Codymouth
Hearty Oven of Lake,Cassandra Rue,68393,North Ryanmouth
Hungry Corner of Hill,Parker Prairie,7764,Wolfefurt
Cozy Oven of Rooftop,Kelly Place,54623,East Justinland
Savory Diner of Parlor,Lee Route,42567,Jasmineville
Hearty Oven of Hut,Keith Falls,552,West Edwardchester
Spicy Corner of Station,Armstrong Causeway,79486,South Deborah
Tasty Corner of Palace,Hernandez Valley,5360,Port William
Spicy Tavern of Palace,Wilkinson Corner,08826,Jacquelineborough
Golden Oven of Palace,Stacey Cliffs,7730,West Johnshire
Hearty Grill of Garden,Smith Oval,665,South Cody
Savory Corner of Palace,Morgan Via,009,Oliverbury
Golden Grill of Parlor,Smith Divide,9603,North Vanessa
Spicy Plate of Station,Perry Brooks,294,East Aaron
Cozy Diner of Garden,Mcdonald Via,5217,Port Thomasmouth
Tasty Plate of Hill,David Junctions,2367,Lake Kathleen
Spicy Corner of Palace,Jackson Land,39277,West Gregoryburgh
Hearty Bistro of Parlor,Garcia Courts,63276,South Curtis
Delicious Café of Station,Lopez Road,25409,West Timothy
Tasty Plate of River,Stacy Junction,522,East Jason
Tasty Diner of River,Park Union,7532,Christophermouth
Tasty Café of Garden,Mary Glens,49684,North Randall
Savory Grill of Garden,Macias Camp,063,East Lisatown
Savory Corner of Hill,Randall Meadows,619,New Heatherview
Tasty Oven of Rooftop,Williams Ford,278,Matthewtown
Tasty Plate of Lake,Hancock Ports,829,Burtonshire
Spicy Café of Station,Burton Plains,4989,North Teresa
Cozy Corner of Parlor,Owen Centers,46631,Joshuatown
Cozy Tavern of Palace,Karen Hill,6851,Evanston
Cozy Diner of Hut,Everett Fields,929,Andrewfurt
Cozy Café of Parlor,Jeffrey Unions,685,New Jonathan
Spicy Tavern of Hut,Jones Island,9894,Kristinmouth
